등록번호,사무소명,중개업자명,사무소전화번호,사무소주소,행정동
26260-2023-00091,포레나동래부동산중개사무소,유은심,051-555-7005,"부산광역시 동래구 온천천로339번길 51 201동 8호(낙민동, 포레나동래)",수민동
26260-2023-00092,금성공인중개사사무소,장혜주,051-505-5900,"부산광역시 동래구 사직로 80 223동 B110호(사직동, 쌍용예가)",사직제2동
26260-2023-00093,탑부동산공인중개사사무소,이은희,051-555-2238,부산광역시 동래구 중앙대로 1523 A1-42호(온천동),온천제1동
26260-2023-00094,삼성공인중개사사무소,이용권,,부산광역시 동래구 명장로20번길 87 1층(명장동),명장제1동
26260-2023-00095,거대공인중개사사무소,이가현,,"부산광역시 동래구 온천장로65번길 9 108동 205호(온천동, 동래3차SKVIEW)",온천제1동
26260-2023-00097,이소공인중개사사무소,신서현,,부산광역시 동래구 금강로 168 1층(온천동),온천제1동
26260-2023-00098,더스위첸부동산공인중개사사무소,김동화,,부산광역시 동래구 연안로59번길 106 1층(안락동),안락제2동
26260-2023-00101,조양공인중개사사무소,조용배,051-523-8330,"부산광역시 동래구 반송로273번길 2 상가112호(명장동, 조양아파트)",명장제2동
26260-2023-00103,동래더샵탑부동산중개사무소,김태욱,,"부산광역시 동래구 온천장로 38 501동 103호(온천동, 동래더샵)",온천제1동
26260-2023-00104,The신호부동산중개,이은미,051-923-9133,부산광역시 동래구 금강로 128 1층(온천동),온천제1동
26260-2023-00105,큰숲공인중개사사무소,이경진,051-504-4700,부산광역시 동래구 아시아드대로 145 1층(사직동),사직제1동
26260-2023-00106,미담공인중개사사무소,홍윤희,051-526-2224,부산광역시 동래구 명안로63번길 51 1층(명장동),명장제1동
26260-2023-00108,레이명품부동산공인중개사사무소,김경림,051-507-3577,부산광역시 동래구 석사로 20 1층(사직동),사직제1동
26260-2023-00109,신호부동산중개,김학봉,051-923-9133,부산광역시 동래구 금강로 128 1층(온천동),온천제1동
26260-2023-00113,명륜힐스트라디움부동산중개사무소,공시연,051-557-0091,"부산광역시 동래구 동래로57번길 94 219동 1-6호(명륜동, 힐스테이트명륜트라디움)",명륜동
26260-2024-00001,래미안IPARK왕후부동산중개사무소,김나리,051-556-6696,"부산광역시 동래구 충렬대로107번길 65 317동 106호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00002,왕후부동산중개사무소,이유진,051-556-6696,"부산광역시 동래구 충렬대로107번길 65 317동 106호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00003,킹덤부동산중개사무소,서연정,051-557-1158,"부산광역시 동래구 충렬대로107번길 65 317동 103호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00005,동래스마일공인중개사사무소,김형수,051-521-0112,부산광역시 동래구 안락로 64-2 1층(안락동),안락제1동
26260-2024-00006,e편한세상골드부동산공인중개사사무소,김광현,051-525-3337,"부산광역시 동래구 명장로 65 상가1동 102호(명장동, e편한세상동래명장)",명장제1동
26260-2024-00007,화림부동산중개,신혜경,,부산광역시 동래구 금강로 168 1층(온천동),온천제1동
26260-2024-00008,뉴소담공인중개사사무소,정건영,,부산광역시 동래구 명륜로112번길 31 2층(수안동),수민동
26260-2024-00009,우리래미안뉴공인중개사사무소,김인숙,051-993-2401,부산광역시 동래구 금강로 130 1층(온천동),온천제1동
26260-2024-00010,금샘래미안공인중개사사무소,박미정,051-553-4963,부산광역시 동래구 금강로 119-1 1층(온천동),온천제1동
26260-2024-00011,그레이공인중개사사무소,이주상,,부산광역시 동래구 아시아드대로247번가길 27 1층(온천동),온천제3동
26260-2024-00012,바로부동산공인중개사사무소,최영임,,부산광역시 동래구 충렬대로146번길 18 101호(온천동),온천제3동
26260-2024-00013,JK부동산중개,곽지훈,,부산광역시 동래구 동래로 7-9 101호(온천동),온천제1동
26260-2024-00014,래미안행복한부동산공인중개사사무소,석진희,,"부산광역시 동래구 충렬대로107번길 65 316동 103호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00016,이루다부동산중개,박진성,,부산광역시 동래구 화현길 19 2층(안락동),안락제2동
26260-2024-00017,부산예담공인중개사사무소,안영남,,부산광역시 동래구 동래로 7 3층(온천동),온천제1동
26260-2024-00018,영웅시대공인중개사사무소,이원영,,부산광역시 동래구 복천로 4 2층(복천동),복산동
26260-2024-00020,이음공인중개사사무소,김태흥,051-867-7282,부산광역시 동래구 사직북로19번길 3 5층(사직동),사직제2동
26260-2024-00021,더이음공인중개사사무소,김영훈,,부산광역시 동래구 사직북로19번길 3 5층(사직동),사직제2동
26260-2024-00023,금손공인중개사사무소,이서현,051-556-3999,부산광역시 동래구 금강로 151 1층(온천동),온천제1동
26260-2024-00024,래미안금손공인중개사사무소,김정윤,051-558-1333,부산광역시 동래구 금강로 151 1층(온천동),온천제1동
26260-2024-00025,새로이공인중개사사무소,김민희,,부산광역시 동래구 동래로179번길 2 1층(칠산동),복산동
26260-2024-00026,리센티아사직공인중개사사무소,정윤숙,,"부산광역시 동래구 아시아드대로208번길 9 102호(온천동, 강남럭스빌)",온천제3동
26260-2024-00027,파크부동산공인중개사사무소,채석윤,051-556-2220,부산광역시 동래구 금강로 166-1 1층(온천동),온천제1동
26260-2024-00028,대한부동산공인중개사사무소,유해수,051-525-2446,부산광역시 동래구 명안로85번길 37 1층(명장동),명장제1동
26260-2024-00029,동남부동산중개사무소,이일환,,부산광역시 동래구 아시아드대로220번길 4 1층(온천동),온천제3동
26260-2024-00030,래미안포레스티지부동산공인중개사사무소,김현영,051-554-7100,부산광역시 동래구 금강공원로 51-1 1층(온천동),온천제1동
26260-2024-00032,삼성래미안포레스티지부동산중개,최동학,051-557-8883,부산광역시 동래구 금강로 121 1층(온천동),온천제1동
26260-2024-00033,아세아공인중개사사무소,주민지,,부산광역시 동래구 충렬대로 309 1층(안락동),안락제1동
26260-2024-00036,뉴명륜힐스부동산중개,윤경란,,"부산광역시 동래구 명륜로 222 209동 A-105호(명륜동, 명륜동힐스테이트)",명륜동
26260-2024-00038,수안부동산공인중개사사무소,허미현,051-554-4989,부산광역시 동래구 온천천로337번길 72-1 1층(수안동),수민동
26260-2024-00039,힘찬부동산공인중개사사무소,전민아,051-558-4549,부산광역시 동래구 온천장로125번길 69 1층(온천동),온천제1동
26260-2024-00041,바른부동산공인중개사사무소,김설리,051-710-6435,부산광역시 동래구 우장춘로4번길 10 1층(온천동),온천제2동
26260-2024-00043,홈즈부동산공인중개사사무소,양선이,051-715-4885,부산광역시 동래구 충렬대로182번길 11 3층(명륜동),명륜동
26260-2024-00044,짱짱부동산중개,박신우,,부산광역시 동래구 석사북로 33 1층(사직동),사직제1동
26260-2024-00046,아스타공인중개사사무소,박정화,,"부산광역시 동래구 중앙대로1473번길 13 103동 115호(온천동, 벽산아스타)",온천제1동
26260-2024-00047,대광부동산공인중개사사무소,최락희,,부산광역시 동래구 아시아드대로247번길 18 1층(온천동),온천제3동
26260-2024-00048,명가공인중개사사무소,김희정,,"부산광역시 동래구 금강로 160-1 상가101호(온천동, 성완아이렉스)",온천제1동
26260-2024-00049,명가부동산공인중개사사무소,유송현,,"부산광역시 동래구 금강로 160-1 상가101호(온천동, 성완아이렉스)",온천제1동
26260-2024-00050,팔팔래미안포레스티지공인중개사사무소,이순희,,부산광역시 동래구 금강공원로 43 1층(온천동),온천제1동
26260-2024-00051,래미안포레스티지팔팔부동산중개,김계임,,부산광역시 동래구 금강공원로 43 1층(온천동),온천제1동
26260-2024-00053,팔팔래미안공인중개사사무소,하수정,,부산광역시 동래구 금강공원로 43 1층(온천동),온천제1동
26260-2024-00054,래미안the팔팔공인중개사사무소,이영숙,,부산광역시 동래구 금강공원로 43 1층(온천동),온천제1동
26260-2024-00055,만평공인중개사사무소,현상호,,부산광역시 동래구 명륜로 47 1층(수안동),수민동
26260-2024-00056,온천봄봄부동산공인중개사사무소,허영주,051-507-7660,"부산광역시 동래구 금강로 160-1 상가102호(온천동, 성완아이렉스)",온천제1동
26260-2024-00057,드파인공인중개사사무소,전민석,051-526-1119,"부산광역시 동래구 충렬대로 368 상가동 103호(안락동, 롯데캐슬애브뉴)",안락제1동
26260-2024-00058,온천봄봄공인중개사사무소,김재무,051-503-0119,"부산광역시 동래구 금강로 160-1 상가102호(온천동, 성완아이렉스)",온천제1동
26260-2024-00059,항도부동산중개,성선희,051-554-7988,부산광역시 동래구 명륜로112번길 118 1층(칠산동),복산동
26260-2024-00060,HASSET왕후부동산중개,현은경,,"부산광역시 동래구 충렬대로107번길 65 317동 106호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00061,예담부동산공인중개사사무소,옥균아,,부산광역시 동래구 동래로 7 3층(온천동),온천제1동
26260-2024-00062,The예담공인중개사사무소,안은주,,부산광역시 동래구 동래로 7 3층(온천동),온천제1동
26260-2024-00063,요부동산공인중개사사무소,최명열,051-791-0094,"부산광역시 동래구 명륜로139번길 22 108동 102호(명륜동, 명륜자이)",명륜동
26260-2024-00065,래미안미소공인중개사사무소,하정현,,부산광역시 동래구 금강로 121 1층(온천동),온천제1동
26260-2024-00066,래미안금샘공인중개사사무소,이승주,,부산광역시 동래구 금강로 119-1 1층(온천동),온천제1동
26260-2024-00067,래미안숲부동산중개,김희경,,부산광역시 동래구 금강로 121 1층(온천동),온천제1동
26260-2024-00068,올리브공인중개사사무소,장영순,051-557-9920,부산광역시 동래구 온천장로 94 1층(온천동),온천제1동
26260-2024-00069,래미안명당부동산공인중개사사무소,최지우,,부산광역시 동래구 금강로131번길 5 1층(온천동),온천제1동
26260-2024-00070,래미안부자공인중개사사무소,최지연,,부산광역시 동래구 금강로131번길 5 1층(온천동),온천제1동
26260-2024-00071,래미안별부동산공인중개사사무소,이혁진,,부산광역시 동래구 금강로131번길 5 1층(온천동),온천제1동
26260-2024-00072,다인부동산공인중개사사무소,김서우,,부산광역시 동래구 금강로 174 101호(온천동),온천제1동
26260-2024-00073,다인부동산중개사무소,김진우,,부산광역시 동래구 금강로 174 101호(온천동),온천제1동
26260-2024-00074,사직삼정공인중개사사무소,이상철,,부산광역시 동래구 사직로 8 202동 102호(사직동),사직제1동
26260-2024-00075,정도공인중개사사무소,고상환,,부산광역시 동래구 석사로17번길 42 1층(사직동),사직제1동
26260-2024-00076,모든래미안공인중개사사무소,최정화,051-558-5893,"부산광역시 동래구 금정마을로 147 115동 105호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00077,대원공인중개사사무소,장병도,051-559-5800,부산광역시 동래구 중앙대로 1523 B5-03호(온천동),온천제1동
26260-2024-00078,화림부동산공인중개사사무소,김경진,,부산광역시 동래구 금강로 168 1층(온천동),온천제1동
26260-2024-00079,삼성명가부동산공인중개사사무소,최정화,,부산광역시 동래구 온천장로119번길 51 1층(온천동),온천제1동
26260-2024-00080,삼성명가공인중개사사무소,박지안,,부산광역시 동래구 온천장로119번길 51 1층(온천동),온천제1동
26260-2024-00081,동일부동산공인중개사사무소,김승주,,부산광역시 동래구 시실로 119 301동 B106호,명장제2동
26260-2024-00082,허브스카이부동산공인중개사사무소,이은영,,부산광역시 동래구 중앙대로 1523 A1-40호,온천제1동
26260-2024-00083,래미안금화공인중개사사무소,장은선,,부산광역시 동래구 금강로 161 (온천동),온천제1동
26260-2024-00084,동래아2단지상가부동산중개사무소,김서영,051-555-2224,"부산광역시 동래구 금정마을로 150 225동 105호(온천동, 동래래미안아이파크)",온천제2동
26260-2024-00085,더좋은공인중개사사무소,오명자,,부산광역시 동래구 문화로 9 1층(명륜동),명륜동
26260-2024-00086,가든부동산공인중개사사무소,곽정희,051-558-1113,부산광역시 동래구 온천장로119번길 51 1층(온천동),온천제1동
26260-2024-00087,참공인중개사사무소,서영숙,051-556-3678,부산광역시 동래구 온천장로125번길 59 1층(온천동),온천제1동
26260-2024-00088,자우부동산중개사무소,김영호,,부산광역시 동래구 명륜로 65 3층(수안동),수민동
26260-2024-00089,아이존빌부동산공인중개사사무소,장예주,051-523-4949,"부산광역시 동래구 충렬대로428번길 49 105동 103호(안락동, 동부산아이존빌아파트)",안락제2동
26260-2024-00090,온천래미안포레스티지공인중개사사무소,김선향,,부산광역시 동래구 우장춘로4번길 10 1층(온천동),온천제2동
26260-2024-00091,한강래미안공인중개사사무소,한성호,,부산광역시 동래구 금강로 119-1 1층(온천동),온천제1동
26260-2024-00092,굿모닝포레나공인중개사사무소,김현희,051-528-0037,"부산광역시 동래구 온천천로339번길 51 202동 11호(낙민동, 포레나동래)",수민동
26260-2024-00093,래미안114부동산공인중개사사무소,이향미,,부산광역시 동래구 온천장로 66 1층(온천동),온천제1동
26260-2024-00094,명륜1번가부동산공인중개사사무소,윤상미,051-557-8887,부산광역시 동래구 명륜로139번길 22 108동 101호,명륜동
26260-2024-00095,The정직한부동산공인중개사사무소,정성한,,부산광역시 동래구 안락로 13 3층(안락동),안락제1동
26260-2024-00096,골드부동산공인중개사사무소,손옥미,,부산광역시 동래구 복천로5번길 14 101호(복천동),복산동
26260-2024-00097,e편한부동산공인중개사사무소,박종희,,"부산광역시 동래구 명장로 65 상가1동 106호(명장동, e편한세상동래명장)",명장제1동
26260-2024-00098,힘찬공인중개사사무소,박미영,,부산광역시 동래구 온천장로125번길 69 1층(온천동),온천제1동
26260-2024-00099,래미안포레스티지대박부동산중개,김숙임,,부산광역시 동래구 금강로 144 1층(온천동),온천제1동
26260-2024-00100,뉴화림부동산공인중개사사무소,이정아,051-555-9982,부산광역시 동래구 금강로 168 1층(온천동),온천제1동
26260-2024-00101,부자공인중개사사무소,조보경,,부산광역시 동래구 온천장로 9 지하1층(온천동),온천제1동
26260-2024-00102,베스트삼정공인중개사사무소,양상진,,부산광역시 동래구 사직로 8 202동 102호(사직동),사직제1동
26260-2024-00103,옥토부동산중개,조현제,,부산광역시 동래구 온천장로 9 지하1층(온천동),온천제1동
26260-2024-00104,스카이부동산공인중개사사무소,문주현,,"부산광역시 동래구 연안로 71 상가동 102호(안락동, 안락뜨란채1단지아파트)",안락제2동
26260-2024-00105,온천래미안공인중개사사무소,서용혜,,부산광역시 동래구 금강로 119-1 1층(온천동),온천제1동
26260-2024-00106,리더스경매공인중개사사무소,정성기,,부산광역시 동래구 중앙대로 1523 B5-04호(온천동),온천제1동
26260-2024-00107,프로부동산공인중개사사무소,남윤경,,"부산광역시 동래구 온천장로65번길 9 근린생활시설동 142호(온천동, 동래3차SKVIEW)",온천제1동
26260-2024-00108,공인중개사사무소 리안부동산,최문기,051-201-0302,부산광역시 동래구 온천천로 179-1 4층(명륜동),명륜동
26260-2024-00109,드림공인중개사사무소,김선희,,"부산광역시 동래구 사직북로48번길 77 403동 106호(사직동, 사직하늘채리센티아)",사직제1동
26260-2024-00110,명륜부동산공인중개사사무소,김경수,051-557-8900,부산광역시 동래구 명륜로187번길 47 상가동 102호(명륜동),명륜동
26260-2016-00186,주식회사우주부동산중개,이영준,,부산광역시 동래구 충렬대로 236 (수안동),수민동
26260-2023-00110,주식회사이레디엔씨부동산중개법인,이대길,,부산광역시 동래구 사직북로 41 3층(사직동),사직제2동
26260-2020-00235,반도부동산중개법인주식회사,이정란,051-506-4006,부산광역시 동래구 아시아드대로231번길 17 (온천동),온천제3동
26260-2016-00203,(주)바다부동산중개,김권,051-557-5200,부산광역시 동래구 명륜로98번길 34 2층 (수안동),수민동
26260-2021-00150,도울부동산중개법인,박수빈,051-507-7774,부산광역시 동래구 사직북로 61 1층(사직동),사직제2동
26260-2022-00043,주식회사 이화부동산중개법인,유윤상,,"부산광역시 동래구 연안로59번길 30 101호(안락동, 모스트빌)",안락제2동
26260-2021-00070,성광디앤씨부동산중개법인,이영한,051-556-2227,부산광역시 동래구 명륜로217번길 1 1층(명륜동),명륜동
